record_type,source_path,source_artifact_id,source_sha256,source_group,method,dataset,shot,seed,rank,heads,lambda_o,loss,accuracy,zero_shot_accuracy,checkpoint_path_reported,checkpoint_sha256,log_line_count,status,verification_note,csv_row,log_file,matched_log_path,matched_log_artifact_id,matched_log_accuracy,params,time_seconds
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_16shot.log,DATA-0161,310C88FF4301CF7A9DAB0F7FF68E4AC8B4E0A109058DB9E2B785E311832C038A,old_result,gmhsinglora,caltech101,16,unknown,,,,,96.43,93.31,./checkpoints,,8693,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_16shot_heads4.log,DATA-0162,E2C75C4171F5EB5380596D0B557A44A419A1C7DF00B13C2B14060458B89075A6,old_result,gmhsinglora,caltech101,16,unknown,,4,,,96.47,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/16shots/seed1/adapter_weights.pt,,8694,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot.log,DATA-0163,FB17E83EC5C8161E119E55B0514906ADC83B7C34BD527BDAEC12D328A8B01100,old_result,gmhsinglora,caltech101,1,unknown,,,,,94.2,93.31,./checkpoints,,1053,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_heads1.log,DATA-0164,9C20EFBED0648B7317B4E467C795BC5D72C1413ABD41ACB28BB6CEDB854A5939,old_result,gmhsinglora,caltech101,1,unknown,,1,,,93.75,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,930,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_heads2.log,DATA-0165,5428C02DD697A221E147C7675BE31B84E195FD4E30A94445B8B0A9E0CF1B8601,old_result,gmhsinglora,caltech101,1,unknown,,2,,,94.16,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,930,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_heads4.log,DATA-0166,971A7EDA434EA08E36721C989A06558A1C74D84CDBAFA8E5DB8AB9B544C92E7B,old_result,gmhsinglora,caltech101,1,unknown,,4,,,93.91,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,930,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_r4_a1.log,DATA-0167,AFD625EA6BAC4E41B6117C2B0E78EF6751BF3F446AC7345F46E47492C884B4EF,old_result,gmhsinglora,caltech101,1,unknown,4,,,,94.16,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,1054,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_r4_a16.log,DATA-0168,C654CB538C045D83A6D6DD355FEFDA8E073815D7905F4379BAE3E4AADAB94ABD,old_result,gmhsinglora,caltech101,1,unknown,4,,,,93.27,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,1054,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_r4_a2.log,DATA-0169,D916F7EC6CBE66E320316D98221B9D259E375CFABAFB28CB9AB51D8AB9592D14,old_result,gmhsinglora,caltech101,1,unknown,4,,,,93.83,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,1054,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_1shot_r4_a8.log,DATA-0170,DDC8F29E62FC391A0ADD8D1EF5F23AEFA2ED651AFDB7BED55C47D04BC5EC0856,old_result,gmhsinglora,caltech101,1,unknown,4,,,,93.27,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/1shots/seed1/adapter_weights.pt,,1054,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_4shot.log,DATA-0171,E9A7E3F0D4D2F5987A9C49ADD14DDC240A503D5D9F8844E6C078F4B21AE6A913,old_result,gmhsinglora,caltech101,4,unknown,,,,,95.58,93.31,./checkpoints,,2669,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_4shot_heads1.log,DATA-0172,81B352BF3EBC22F7F8E5FB19F8216CA3A06BCABDE06D1F7BB5853C32D7C6D308,old_result,gmhsinglora,caltech101,4,unknown,,1,,,95.42,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/4shots/seed1/adapter_weights.pt,,2670,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_4shot_heads2_r4_a1.log,DATA-0173,F69E98DCB435D4642FBFDDBCC265284F9B1E4720F18F15A65F5EAC31492BE024,old_result,gmhsinglora,caltech101,4,unknown,4,2,,,95.29,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/4shots/seed1/adapter_weights.pt,,2670,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_4shot_heads2_r4_a2.log,DATA-0174,A55E1E02FE0D46EC39D95C070328537E1A73B92FBAB76EDF905F3A414A2F9531,old_result,gmhsinglora,caltech101,4,unknown,4,2,,,95.42,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/4shots/seed1/adapter_weights.pt,,2670,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_4shot_heads2_r4_a8.log,DATA-0175,2156D3951252B138E245E33D3111A1B0AF2B7E7A2D3270138D8218AC453DF473,old_result,gmhsinglora,caltech101,4,unknown,4,2,,,95.17,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/4shots/seed1/adapter_weights.pt,,2670,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_4shot_heads4.log,DATA-0176,2F23A1EBEC704B9E9134D769BE55F9794AF8D096B9327D9408C82AB9F6ADAEC5,old_result,gmhsinglora,caltech101,4,unknown,,4,,,95.21,93.31,./checkpoints/gmhsinglora/ViT-B16/caltech101/4shots/seed1/adapter_weights.pt,,2670,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_16shot.log,DATA-0177,C867E2FE00376D27D87CCB78F92B32E27549641B26B239415A901D0061761CFD,old_result,gmhsinglora,dtd,16,unknown,,,,,73.29,44.39,./checkpoints,,9386,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_16shot_heads4.log,DATA-0178,7CFA01BA23B7A13BDBCCACE0A1E5269D90074718F0959041FACA276F3C90371C,old_result,gmhsinglora,dtd,16,unknown,,4,,,73.76,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/16shots/seed1/adapter_weights.pt,,9387,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot.log,DATA-0179,43957B2C78045B9B571FC68BAB17892AAD42C27457016626C1A4569F0939D115,old_result,gmhsinglora,dtd,1,unknown,,,,,55.32,44.39,./checkpoints,,1550,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_heads1.log,DATA-0180,2E119ACCB0A6EC1E852AF476E1972B2B599A361B38335CBA82CDA4D4C6B9005F,old_result,gmhsinglora,dtd,1,unknown,,1,,,54.02,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1302,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_heads2.log,DATA-0181,4920AC782AA54C28F1A42E9517AA6EA0DBBA959B4B8EDD6502C3C1850BF01CA4,old_result,gmhsinglora,dtd,1,unknown,,2,,,53.78,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1302,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_heads4.log,DATA-0182,BEA2E8AC4D06453EB7173A26E4507F0BDFDA6B9464E548E76F43973EB0002788,old_result,gmhsinglora,dtd,1,unknown,,4,,,54.96,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1551,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_r4_a1.log,DATA-0183,4EBA86823DEC28D83180BED207C786C34360DFA80AD8547DEB6C2F0D19F88B96,old_result,gmhsinglora,dtd,1,unknown,4,,,,53.72,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1551,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_r4_a16.log,DATA-0184,4C0F3645C9E107FE83A5D205A335A93B8C0F4EC08A75C44DE7201086C80F482F,old_result,gmhsinglora,dtd,1,unknown,4,,,,51.12,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1551,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_r4_a2.log,DATA-0185,F76DE4A901D4A86DFF0D9E82A751BC0CD6E7B574356EE5111320AAB503354968,old_result,gmhsinglora,dtd,1,unknown,4,,,,53.13,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1551,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_1shot_r4_a8.log,DATA-0186,02C0E874CC95A95C094B3474367AC49CF2A74344D9D5E0C7A22371DED8FD551A,old_result,gmhsinglora,dtd,1,unknown,4,,,,51.95,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/1shots/seed1/adapter_weights.pt,,1551,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_4shot.log,DATA-0187,0EC50C56E0372235A088D13FE4BA0458CCAF078CAB41084A44B2CBFD4044DF6A,old_result,gmhsinglora,dtd,4,unknown,,,,,65.07,44.39,./checkpoints,,3386,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_4shot_heads1.log,DATA-0188,BAB5C3BCE36B4147AA7C28E90BD645270491798EE1AE19E9DE5491A548202F54,old_result,gmhsinglora,dtd,4,unknown,,1,,,66.61,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/4shots/seed1/adapter_weights.pt,,3387,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_4shot_heads2_r4_a1.log,DATA-0189,8C5C7E941FD3C1717C9FF13F3B127174CF6F1CE48D3AF5DF455F28BC919AD1B5,old_result,gmhsinglora,dtd,4,unknown,4,2,,,65.66,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/4shots/seed1/adapter_weights.pt,,3387,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_4shot_heads2_r4_a2.log,DATA-0190,30068C16086C81F22EE9FEA90F303C8A9B2FA2E3863352217B4304FE6D073428,old_result,gmhsinglora,dtd,4,unknown,4,2,,,65.9,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/4shots/seed1/adapter_weights.pt,,3387,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_4shot_heads2_r4_a8.log,DATA-0191,D1F0ED19E4F5110FA931BC9CE642D2F84298E591F96AD12199A206A760A6D4A5,old_result,gmhsinglora,dtd,4,unknown,4,2,,,65.25,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/4shots/seed1/adapter_weights.pt,,3387,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_4shot_heads4.log,DATA-0192,D02B58661089C75653872E6A8DD96E59094083B3CD1BAA033A43A8FBD68B73FC,old_result,gmhsinglora,dtd,4,unknown,,4,,,65.96,44.39,./checkpoints/gmhsinglora/ViT-B16/dtd/4shots/seed1/adapter_weights.pt,,3387,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_16shot.log,DATA-0193,9470FA0AE18573D8EF4C6F98012426B2EF4AD855F533AC4DD93087FC10E2E6EE,old_result,gmhsinglora,eurosat,16,unknown,,,,,91.58,42.16,./checkpoints,,14475,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_16shot_heads4.log,DATA-0194,3FFE506144FE7FE79DFF119913538F14C4D9D7DAA470F0D791310A33DDEA888E,old_result,gmhsinglora,eurosat,16,unknown,,4,,,90.65,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/16shots/seed1/adapter_weights.pt,,14476,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot.log,DATA-0195,71AFFB89A063E639756909E82803ADC58F15148D282B2EDF6F770142790584C6,old_result,gmhsinglora,eurosat,1,unknown,,,,,72.77,42.16,./checkpoints,,2575,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_heads1.log,DATA-0196,1EE9975616C360EBB64BAA3431BC368AF2C272C59A6F75E03835371B7FD6CD8A,old_result,gmhsinglora,eurosat,1,unknown,,1,,,74.22,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2576,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_heads2.log,DATA-0197,A1BFB07D59311B82AAE17013741F132ACED08310C399CEE55FF6ABCA3369BD7B,old_result,gmhsinglora,eurosat,1,unknown,,2,,,73.3,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2576,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_heads4.log,DATA-0198,7C092FB023DC28922148764899EDEA3661DA8E5D4B6CDCB39DF964E33B4C1FCA,old_result,gmhsinglora,eurosat,1,unknown,,4,,,69.84,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2576,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_r4_a1.log,DATA-0199,82F5A6FD6EA858732B61EADF3254B305FBBACF81675D17B04912711F3C036C39,old_result,gmhsinglora,eurosat,1,unknown,4,,,,73.3,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2577,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_r4_a16.log,DATA-0200,414C6B6C95527961AEEAA9A6CE948B2EC2B774F391B97AA56DCF52DCFB171CDF,old_result,gmhsinglora,eurosat,1,unknown,4,,,,68.65,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2576,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_r4_a2.log,DATA-0201,EFDCCDB11213E1ABC7D1FE97ADF596C48943C9431488653B24590F9A51DC7A0C,old_result,gmhsinglora,eurosat,1,unknown,4,,,,71.07,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2576,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_1shot_r4_a8.log,DATA-0202,DCB892DF17813F656CE2FB22A33C34B55827ACE15F52B3570ACEFDA3D467A6B6,old_result,gmhsinglora,eurosat,1,unknown,4,,,,68.96,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/1shots/seed1/adapter_weights.pt,,2576,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_4shot.log,DATA-0203,B9D8B4BEADBC86D4D10016C12E05EBF92479364B55FF63231E1730BBA7A253B2,old_result,gmhsinglora,eurosat,4,unknown,,,,,89.1,42.16,./checkpoints,,6075,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_4shot_heads1.log,DATA-0204,8DE0FB3400AF3C0AC7ADBC829C5E6B325ACBC8F629FF45D1F5E9DEB640442CDC,old_result,gmhsinglora,eurosat,4,unknown,,1,,,87.58,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/4shots/seed1/adapter_weights.pt,,5145,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_4shot_heads2_r4_a1.log,DATA-0205,99CF1842FFFEDFD0940EDF52A32DEE5BA7B799F60221D16DCDD61A461F104D66,old_result,gmhsinglora,eurosat,4,unknown,4,2,,,88.28,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/4shots/seed1/adapter_weights.pt,,6076,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_4shot_heads2_r4_a2.log,DATA-0206,EFFD57B6D8DDCFB42E5AFECA761017427FCDD06B0FDF555975A14F20B3864343,old_result,gmhsinglora,eurosat,4,unknown,4,2,,,88.37,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/4shots/seed1/adapter_weights.pt,,6076,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_4shot_heads2_r4_a8.log,DATA-0207,6EA1E60BDF1F4466B61DFA74141829BEAC0353EDE6B2E9E7AB5E872EEB5BA91E,old_result,gmhsinglora,eurosat,4,unknown,4,2,,,86.68,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/4shots/seed1/adapter_weights.pt,,6076,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_4shot_heads4.log,DATA-0208,8159C019F65A46CA8F26BC75D5EF707FCBFDD599D861FA13ADD3958CF982392E,old_result,gmhsinglora,eurosat,4,unknown,,4,,,87.64,42.16,./checkpoints/gmhsinglora/ViT-B16/eurosat/4shots/seed1/adapter_weights.pt,,6076,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_16shot.log,DATA-0209,009DFECD7737075A1D2569F9BB6D18DD8E67CED53566CB1E8B902BA48CACB155,old_result,gmhsinglora,fgvc,16,unknown,,,,,54.88,23.73,./checkpoints,,8696,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_16shot_heads4.log,DATA-0210,67C61299FE0B23BE73E44338C3516B226BE3DC699BC3F6E728DFFD9E42400AC2,old_result,gmhsinglora,fgvc,16,unknown,,4,,,56.35,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/16shots/seed1/adapter_weights.pt,,8697,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot.log,DATA-0211,48EEB560488D71C7971A590014C4BAE8CB7208F3A266851066896D844F7C1B57,old_result,gmhsinglora,fgvc,1,unknown,,,,,29.73,23.73,./checkpoints,,1056,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_heads1.log,DATA-0212,66EB9101BCAE5DFEF1B6CF33A701FED02FC43C85827F5F3993406797F0C0D953,old_result,gmhsinglora,fgvc,1,unknown,,1,,,28.95,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,1585,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_heads2.log,DATA-0213,E23D55FFE72C683E6CC411AC8BDEE5EBB25F244DF0B3BBD2ACE3AA45D631D3C5,old_result,gmhsinglora,fgvc,1,unknown,,2,,,29.49,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,933,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_heads4.log,DATA-0214,7EA90E2934CFA3AA49B07D14587B14CE90C1D9847FD9B1105421307883F09791,old_result,gmhsinglora,fgvc,1,unknown,,4,,,29.88,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,933,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_r4_a1.log,DATA-0215,9BAF34548F67FAFAC911AC7D177E52EFE8ABC2470EB432F6C61D57C58AC7B37B,old_result,gmhsinglora,fgvc,1,unknown,4,,,,29.55,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,1057,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_r4_a16.log,DATA-0216,94CF37D3FBC45576F4E59BE404378DC9688F0E78733C50147530EAE053582A61,old_result,gmhsinglora,fgvc,1,unknown,4,,,,22.89,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,1057,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_r4_a2.log,DATA-0217,5BCE5BA52DEC0E871CB6B329506354084EAD272CBAE92D006F5806A325CFF3CF,old_result,gmhsinglora,fgvc,1,unknown,4,,,,28.38,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,1057,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_1shot_r4_a8.log,DATA-0218,C7016DF368C01F61BD4B3D8B35B8C9AC3230B44B67D7A0BF0B005710CF7F816B,old_result,gmhsinglora,fgvc,1,unknown,4,,,,24.06,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/1shots/seed1/adapter_weights.pt,,1057,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_4shot.log,DATA-0219,6F59ABD7AFC8584E735FF82A0A1E78AF234E7C7317788FD343500EC99745EB71,old_result,gmhsinglora,fgvc,4,unknown,,,,,38.76,23.73,./checkpoints,,2672,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_4shot_heads1.log,DATA-0220,E4A66F28F8A9FB6AD51CEFBB64A939701F096B67C2848BA295732AF76BC5EAD8,old_result,gmhsinglora,fgvc,4,unknown,,1,,,38.55,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/4shots/seed1/adapter_weights.pt,,2672,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_4shot_heads2_r4_a1.log,DATA-0221,21694E459B78129FCC6819F063E031ADB66C12083BDF653F46D9854E8AC56173,old_result,gmhsinglora,fgvc,4,unknown,4,2,,,38.16,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/4shots/seed1/adapter_weights.pt,,2673,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_4shot_heads2_r4_a2.log,DATA-0222,BA101C790A2646A88F6AFECD320D13FEA43B9F81D2E014267C9663211676ED4F,old_result,gmhsinglora,fgvc,4,unknown,4,2,,,37.35,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/4shots/seed1/adapter_weights.pt,,2673,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_4shot_heads2_r4_a8.log,DATA-0223,5A4FF62CA991108BA0FA5F5584B251E28687F5C38F53404397E1A4FC39CBE701,old_result,gmhsinglora,fgvc,4,unknown,4,2,,,36.48,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/4shots/seed1/adapter_weights.pt,,2673,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_fgvc_4shot_heads4.log,DATA-0224,4A9000B6C7D04931EE7524732476E596497874832984232C1D9267588AAD1E24,old_result,gmhsinglora,fgvc,4,unknown,,4,,,39.9,23.73,./checkpoints/gmhsinglora/ViT-B16/fgvc/4shots/seed1/adapter_weights.pt,,2828,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
log,data/old_result/results_logs_gmhsinglora/gmhsinglora_food101_16shot.log,DATA-0225,99F2E27594AB5BB66AF0AE4F1F79F6E4617C00B53A5841F9F5E01A206163791B,old_result,gmhsinglora,food101,16,unknown,,,,,85.0,85.26,./checkpoints,,8790,recovered_log_final_accuracy,seed/split not verified from recovered log,,,,,,,
